,Unnamed: 0,Preço,Localização,Área Terreno (m2),Quartos,Casas de Banho,Área Útil (m2),Estacionamento,Certificado Energético,Piso,Elevador,Frações,Pisos,Área Bruta Construção (m2),Área Habitação (m2),Área Implantação (m2),Viabilidade Construção,Vedado
1603,1603,840.000,"Quarteira, Faro",,3,3,108,2,,2,,,,,,,,
1604,1604,380.000,"Quarteira, Faro",,1,2,51,1,,1,,,,,,,,
1605,1605,395.000,"Quarteira, Faro",,1,2,51,1,,0,,,,,,,,
1606,1606,395.000,"Quarteira, Faro",,1,2,51,1,,0,,,,,,,,
1607,1607,770.000,"Quarteira, Faro",,2,3,81,1,,0,,,,,,,,
1608,1608,860.000,"Quarteira, Faro",,3,4,108,2,,0,,,,,,,,
1609,1609,655.000,"Quarteira, Faro",,2,3,84,2,,0,,,,,,,,
1610,1610,160.000,"Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém",,3,2,107,1,,3,,,,,,,,
1611,1611,630.000,"Quarteira, Faro",,2,3,78,2,,0,,,,,,,,
1612,1612,670.000,"Quarteira, Faro",,2,3,85,2,,0,,,,,,,,
1613,1613,640.000,"Quarteira, Faro",,2,3,73,2,,0,,,,,,,,
1614,1614,205.000,"Eiras e São Paulo de Frades, Coimbra",,3,1,82,0,,,,,,,,,,
1615,1615,115.000,"Amares e Figueiredo, Braga",112,4,2,111,,,,,,,,,,,
1616,1616,379.000,"Fernão Ferro, Setúbal",,4,3,103,2,,,,,,,,,,
1617,1617,119.000,"Miratejo, Seixal",,1,1,40,,,0,,,,,,,,
1618,1618,Sob Consulta,"Madalena e Samaiões, Vila Real",,3,0,119,1,,1,,,,,,,,
1619,1619,278.000,"Nogueira e Silva Escura, Porto",,3,2,126,2,,,,,,,,,,
1620,1620,695.000,"Alapraia, Cascais",287,2,1,108,1,,,,,,,,,,
1621,1621,199.000,"St.º António da Caparica, Almada",,2,1,80,,,2,,,,,,,,
1622,1622,97.000,"Samora Correia, Santarém",35,1,1,35,,,1,,,,,,,,
1623,1623,195.000,"Feijó, Almada",,2,1,120,,,3,,,,,,,,
1624,1624,145.000,"Britelo, Gémeos e Ourilhe, Braga",,3,2,132,1,,,,,,,,,,
1625,1625,215.000,"Cova dos Vidros, Sesimbra",,3,2,131,0,,0,,,,,,,,
1626,1626,390.000,"Algés, Oeiras",,3,2,115,,,4,,,,,,,,
1627,1627,990.000,"Selho (São Jorge), Braga",132425,,,,,,,,,,,,,,
1628,1628,365.000,"GaiaShopping, Vila Nova de Gaia",,3,3,129,2,,1,,,,,,,,
1629,1629,150.000,"Cinfães, Viseu",1740,2,1,66,,,,,,,,,,,
1630,1630,259.900,"Canidelo, Porto",,2,2,90,2,,4,,,,,,,,
1631,1631,152.500,"Pinhal Novo, Setúbal",,3,2,86,,,1,,,,,,,,
1632,1632,285.000,"Linda-a-Velha, Oeiras",,2,1,71,,,-1,,,,,,,,
1633,1633,169.000,"Geraz do Lima, Viana do Castelo",1200,1,1,78,1,,,,,,,,,,
1634,1634,299.000,"Charneca de Caparica e Sobreda, Setúbal",,2,2,71,1,,3,,,,,,,,
1635,1635,22.400,"Carapeços, Braga",,,,,,,,,,,,,,,
1636,1636,270.000,"Santa Cristina Couto, Santo Tirso",577,3,2,130,1,,,,,,,,,,
1637,1637,95.000,"Oliveira do Douro, Vila Nova de Gaia",,2,2,68,1,,2,,,,,,,,
1638,1638,138.000,"Baixa, Faro",,1,1,32,0,,3,,,,,,,,
1639,1639,890.000,"Faria Guimarães, Porto",200,5,,208,,,,,,,,,,,
1640,1640,150.000,"S. João de Ovar, Ovar",100,2,1,89,0,,,,,,,,,,
1641,1641,117.500,"Albufeira e Olhos de Água, Faro",,0,1,38,,,1,,,,,,,,
1642,1642,670.000,"Funchal (Santa Luzia), Ilha da Madeira",248,3,4,158,5,,,,,,,,,,
1643,1643,95.000,"Torres Novas (Santa Maria, Salvador e Santiago), Santarém",,3,1,56,,,1,,,,,,,,
1644,1644,120.000,"Alverca do Ribatejo e Sobralinho, Lisboa",,2,1,71,,,-1,,,,,,,,
1645,1645,650.000,"Azeitão, Setúbal",737,4,3,140,,,,,,,,,,,
1646,1646,165.000,"Oliveira do Douro, Vila Nova de Gaia",,2,2,176,0,,0,,,,,,,,
1647,1647,670.000,"Parque da Cidade, Porto",,3,3,129,2,,0,,,,,,,,
1648,1648,240.000,"Monte dos Burgos, Matosinhos",,3,2,102,1,,0,,,,,,,,
1649,1649,400.000,"Tavira (Santa Maria e Santiago), Faro",19470,2,1,90,3,,,,,,,,,,
1650,1650,117.500,"Albufeira e Olhos de Água, Faro",,0,1,37,,,1,,,,,,,,
1651,1651,225.000,"Bairro Norton de Matos, Coimbra",,2,2,73,0,,1,,,,,,,,
1652,1652,229.000,"Bairro da Malagueira, Évora",90,3,2,89,,,2,,,,,,,,
1653,1653,135.000,"OVAR Centro, Ovar",50,3,1,99,1,,,,,,,,,,
1654,1654,249.000,"Rosto do Cão (São Roque), Ilha de São Miguel",,2,2,80,1,,2,,,,,,,,
1655,1655,235.000,"Laranjeiras, Albergaria-a-Velha",,3,2,92,1,,,,,,,,,,
1656,1656,244.000,"Espinho II, Espinho",,1,1,97,1,,0,,,,,,,,
1657,1657,230.000,"Laranjeiras, Albergaria-a-Velha",,3,2,91,1,,2,,,,,,,,
1658,1658,170.000,"Santo Tirso, Santo Tirso",200,,,152,,,,,,,,,,,
1659,1659,289.000,"Santos, Lisboa, Lisboa",,2,1,52,,,2,,,,,,,,
1660,1660,Sob Consulta,"Rosto do Cão (Livramento), Ilha de São Miguel",250,2,2,196,2,,,,,,,,,,
1661,1661,125.000,"Cossourado, Braga",,2,1,,,,,,,,,,,,
1662,1662,140.000,"Serra e Junceira, Santarém",2000,2,1,80,1,,,,,,,,,,
1663,1663,Sob Consulta,"Marrazes e Barosa, Leiria",,2,2,100,2,,0,,,,,,,,
1664,1664,253.000,"Porto de Baixo, Estarreja",1300,5,2,184,2,,1,,,,,,,,
1665,1665,199.000,"Imaculado Coração de Maria, Ilha da Madeira",,3,2,86,,,4,,,,,,,,
1666,1666,295.000,"Albufeira e Olhos de Água, Faro",,2,3,119,1,,3,,,,,,,,
1667,1667,245.000,"Gaula, Ilha da Madeira",875,3,2,74,4,,,,,,,,,,
1668,1668,250.000,"Torre da Marinha, Seixal",,2,3,108,1,,0,,,,,,,,
1669,1669,210.000,"Moscavide, Loures",,2,1,59,,,1,,,,,,,,
1670,1670,265.000,"Canidelo, Vila Nova de Gaia",,2,2,91,2,,3,,,,,,,,
1671,1671,60.000,"Oliveira de Azeméis, Oliveira de Azeméis",444,,,,,,0,,,,,,,,
1672,1672,189.000,"Baguim do Monte - Vale Ferreiros, Gondomar",,3,2,103,1,,2,,,,,,,,
1673,1673,67.500,"Trofa, Segadães e Lamas do Vouga, Aveiro",,,,,,,,,,,,,,,
1674,1674,390.000,"Finanças, Oeiras",,2,1,73,1,,8,,,,,,,,
1675,1675,Sob Consulta,"Santa Cruz, Ilha da Madeira",2495,3,4,168,3,,,,,,,,,,
1676,1676,345.000,"São Gonçalo de Lagos, Faro",,2,2,81,,,2,,,,,,,,
1677,1677,145.000,"Nossa Senhora de Fátima, Santarém",,3,2,90,2,,2,,,,,,,,
1678,1678,Sob Consulta,"Odivelas, Lisboa",,3,2,81,1,,10,,,,,,,,
1679,1679,118.000,"Santiago e São Simão de Litém e Albergaria dos Doze, Leiria",272,3,2,135,1,,,,,,,,,,
1680,1680,290.000,"Neudel, Amadora",,2,2,79,,,2,,,,,,,,
1681,1681,360.000,"São Gonçalo de Lagos, Faro",,2,2,88,1,,1,,,,,,,,
1682,1682,120.000,"Lourosa, Aveiro",,2,2,79,,,3,,,,,,,,
1683,1683,950.000,"Gondemaria e Olival, Santarém",30727,10,,440,,,,,,,,,,,
1684,1684,189.000,"Caulinos, Matosinhos",,0,1,43,1,,2,,,,,,,,
1685,1685,530.000,"Vale del Rei, Lagoa",5570,3,2,130,,,,,,,,,,,
1686,1686,2.300.000,"Portimão, Faro",,6,5,235,2,,5,,,,,,,,
1687,1687,399.000,"Moita, Leiria",799,5,3,271,4,,,,,,,,,,
1688,1688,259.000,"Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga",,3,3,116,2,,0,,,,,,,,
1689,1689,199.000,"Barcelinhos, Braga",,3,2,171,1,,2,,,,,,,,
1690,1690,150.000,"Real, Amarante",496,6,1,48,,,,,,,,,,,
1691,1691,17.000,"Valezim, Guarda",8,,,48,,,,,,,,,,,
1692,1692,40.000,"Idanha-a-Nova, Idanha-a-Nova",,2,1,49,,,,,,,,,,,
1693,1693,475.000,"Espinho, Aveiro",,1,1,100,1,,4,,,,,,,,
1694,1694,279.000,"Pico da Pedra, Ilha de São Miguel",,3,2,172,1,,1,,,,,,,,
1695,1695,500.000,"Azurém, Braga",212,3,3,147,2,,,,,,,,,,
1696,1696,550.000,"Covilhã, Covilhã",504,5,6,200,3,,,,,,,,,,
1697,1697,289.000,"Areias e Pias, Santarém",6282,4,2,315,6,,,,,,,,,,
1698,1698,540.000,"Azurém, Braga",180,3,3,196,2,,,,,,,,,,
1699,1699,172.500,"Rio Tinto, Porto",,2,2,100,1,,1,,,,,,,,
1700,1700,245.000,"Rio Tinto - Cidade Jovem, Gondomar",,3,2,110,1,,6,,,,,,,,
1701,1701,899.000,"Charneca de Caparica e Sobreda, Setúbal",630,4,6,280,1,,,,,,,,,,
1702,1702,825.000,"Aroeira, Almada",342,4,3,155,1,,,,,,,,,,
1703,1703,270.000,"Alto de S. Domingos - Zuzarte, Paços de Ferreira",,3,3,160,2,,3,,,,,,,,
1704,1704,320.000,"Vila Nova de Milfontes, Beja",63,2,1,51,,,,,,,,,,,
1705,1705,159.500,"Povos, Vila Franca de Xira",,2,1,80,1,,3,,,,,,,,
1706,1706,267.500,"Amial, Porto",,3,2,96,1,,1,,,,,,,,
1707,1707,875.000,"Aroeira, Almada",324,4,3,155,1,,,,,,,,,,
1708,1708,157.000,"Alfena, Porto",,3,2,104,1,,1,,,,,,,,
1709,1709,276.000,"Vila Nova de Cacela, Faro",,2,1,84,1,,1,,,,,,,,
1710,1710,140.000,"Olhão Norte, Olhão",,1,1,,,,0,,,,,,,,
1711,1711,52.000,"Miragaia e Marteleira, Lisboa",549,1,,,,,,,,,,,,,
1712,1712,163.000,"Valongo, Porto",,2,2,93,1,,0,,,,,,,,
1713,1713,270.000,"Conde III, Sesimbra",360,3,2,129,2,,,,,,,,,,
1714,1714,495.000,"Mercado, Faro",,4,4,166,2,,2,,,,,,,,
1715,1715,Sob Consulta,"Sé, Santa Maria e Meixedo, Bragança",,1,1,,,,1,,,,,,,,
1716,1716,41.000,"Maxial e Monte Redondo, Lisboa",109,2,,99,,,,,,,,,,,
1717,1717,160.000,"Olhão Norte, Olhão",,3,1,72,,,1,,,,,,,,
1718,1718,Sob Consulta,"Zona Histórica, Bragança",,2,2,,,,1,,,,,,,,
1719,1719,150.000,"S. Miguel, Ovar",,3,2,90,1,,0,,,,,,,,
1720,1720,385.000,"Tortosendo, Castelo Branco",560,4,5,186,2,,,,,,,,,,
1721,1721,Sob Consulta,"Zona Histórica, Bragança",,2,1,,,,1,,,,,,,,
1722,1722,Sob Consulta,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,1,76,1,,,,,,,,,,
1723,1723,85.000,"Tramagal, Abrantes",194,6,1,126,,,,,,,,,,,
1724,1724,Sob Consulta,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,1,1,58,1,,2,,,,,,,,
1725,1725,20.000,"Esmolfe, Penalva do Castelo",42,,,,,,,,,,,,,,
1726,1726,525.000,"Campo de Ourique, Lisboa",,2,1,98,,,2,,,,,,,,
1727,1727,950.000,"Arco da Calheta, Ilha da Madeira",783,5,4,241,4,,,,,,,,,,
1728,1728,399.000,"Bonfim, Porto",,4,3,156,2,,1,,,,,,,,
1729,1729,530.000,"Costa de Caparica, Almada",86,3,2,109,,,,,,,,,,,
1730,1730,,"Laranjeiro e Feijó, Almada",240,1-3,1-2,47-98,1,,5,,0,0-5,,,,,
1731,1731,Sob Consulta,"Montalvo, Constância",,,,100,,,,,,,,,,,
1732,1732,135.000,"Madredeus, Lisboa",,1,1,41,,,,,,,,,,,
1733,1733,290.000,"Fátima, Santarém",762,4,3,180,4,,,,,,,,,,
1734,1734,580.000,"Bombarral, Bombarral",12240,6,5,202,3,,,,,,,,,,
1735,1735,1.400.000,"Monte, Ilha da Madeira",561,4,6,332,2,,,,,,,,,,
1736,1736,195.000,"Falagueira-Venda Nova, Lisboa",,2,1,61,0,,3,,,,,,,,
1737,1737,146.000,"Paulo VI - Vale Sepal, Leiria",,3,2,94,1,,0,,,,,,,,
1738,1738,160.000,"Outeiro, Viana do Castelo",1851,3,1,148,1,,,,,,,,,,
1739,1739,209.000,"Lourinhã e Atalaia, Lisboa",96,2,2,105,0,,,,,,,,,,
1740,1740,289.000,"Vila Real de Santo António, Vila Real de Santo António",,3,2,90,,,3,,,,,,,,
1741,1741,150.000,"Caparica e Trafaria, Setúbal",,2,,70,,,4,,,,,,,,
1742,1742,431.000,"Azurém, Braga",,4,3,175,3,,3,,,,,,,,
1743,1743,142.000,"Continente, Braga",,1,1,64,,,3,,,,,,,,
1744,1744,Sob Consulta,"Fafe, Fafe",,3,2,119,1,,4,,,,,,,,
1745,1745,112.000,"São João da Madeira, Aveiro",,2,1,74,,,,,,,,,,,
1746,1746,164.000,"Águas Livres, Lisboa",,1,1,59,,,-1,,,,,,,,
1747,1747,315.000,"Tercena, Sintra",,3,2,110,0,,0,,,,,,,,
1748,1748,590.000,"Parque da Cidade, Porto",,2,3,105,1,,0,,,,,,,,
1749,1749,79.000,"São Roque do Pico, Ilha do Pico",700,,,,,,,,,,,,,,
1750,1750,Sob Consulta,"Bairro de Santa Cruz, Lisboa",,2,1,61,,,8,,,,,,,,
1751,1751,1.300.000,"Marvila, Lisboa",,3,2,268,2,,2,,,,,,,,
1752,1752,195.000,"São Romão, Seia",106,4,4,205,,,2,,,,,,,,
1753,1753,240.000,"Paião, Coimbra",246,4,3,137,1,,,,,,,,,,
1754,1754,265.000,"Centro de Carnaxide, Oeiras",,3,1,76,,,4,,,,,,,,
1755,1755,540.000,"Afife, Viana do Castelo",1264,5,4,472,,,,,,,,,,,
1756,1756,130.000,"Abade Baçal, Bragança",,3,2,85,,,3,,,,,,,,
1757,1757,190.000,"Vila Praia de Âncora, Viana do Castelo",,1,1,44,,,2,,,,,,,,
1758,1758,299.000,"Casais e Alviobeira, Santarém",740,4,2,,4,,,,,,,,,,
1759,1759,140.000,"Casais e Alviobeira, Santarém",9500,4,1,,,,,,,,,,,,
1760,1760,200.000,"Junqueira, Vila do Conde",695,4,2,80,,,,,,,,,,,
1761,1761,223.000,"Riba de Ave, Braga",,3,2,108,1,,0,,,,,,,,
1762,1762,295.000,"Gafanha da Nazaré, Aveiro",,2,2,104,1,,3,,,,,,,,
1763,1763,385.000,"Ribeira Grande (Conceição), Ilha de São Miguel",388,4,3,242,1,,,,,,,,,,
1764,1764,679.000,"Venda do Pinheiro, Mafra",2167,5,4,294,3,,,,,,,,,,
1765,1765,325.000,"Ovar, São João, Arada e São Vicente de Pereira Jusã, Aveiro",,2,1,158,2,,3,,,,,,,,
1766,1766,186.000,"Braga (Maximinos, Sé e Cividade), Braga",,2,2,102,1,,0,,,,,,,,
1767,1767,265.000,"Marco, Porto",220,3,3,140,4,,,,,,,,,,
1768,1768,165.000,"Golegã, Santarém",,3,2,118,1,,2,,,,,,,,
1769,1769,395.000,"Boavista, Leiria",1688,4,3,161,3,,,,,,,,,,
1770,1770,1.000.000,"Praia Pedra do Ouro, Alcobaça",600,5,6,326,1,,,,,,,,,,
1771,1771,550.000,"Paranhos, Guarda",4428,5,3,402,,,,,,,,,,,
1772,1772,96.000,"Câmara de Lobos, Ilha da Madeira",495,4,1,63,1,,,,,,,,,,
1773,1773,100.000,"Granja do Ulmeiro, Coimbra",,2,1,80,1,,3,,,,,,,,
1774,1774,37.000,"Cunha Baixa, Viseu",,3,1,80,,,,,,,,,,,
1775,1775,260.000,"Espariz e Sinde, Coimbra",4151,3,2,108,2,,,,,,,,,,
1776,1776,435.000,"Tamel (São Veríssimo), Braga",495,4,3,198,2,,,,,,,,,,
1777,1777,170.000,"Penhascoso, Mação",19592,4,1,170,1,,2,,,,,,,,
1778,1778,85.000,"Jarmelo São Pedro, Guarda",150,3,2,,2,,,,,,,,,,
1779,1779,489.000,"Lumiar, Lisboa",,4,2,113,1,,1,,,,,,,,
1780,1780,650.000,"Belverde, Seixal",605,4,3,202,3,,,,,,,,,,
1781,1781,225.000,"Fraga Selvagem, Bragança",,3,2,143,1,,3,,,,,,,,
1782,1782,285.000,"Ericeira, Lisboa",,2,1,58,0,,,,,,,,,,
1783,1783,269.000,"Massamá e Monte Abraão, Lisboa",,3,2,118,2,,1,,,,,,,,
1784,1784,165.000,"Samil, Bragança",,3,2,110,1,,0,,,,,,,,
1785,1785,205.000,"Santo António dos Cavaleiros e Frielas, Lisboa",,3,1,80,,,,,,,,,,,
1786,1786,160.000,"Samil, Bragança",,2,1,98,1,,0,,,,,,,,
1787,1787,115.000,"Bairro Catroga e Gaio, Abrantes",81,,,115,,,0,,,,,,,,
1788,1788,175.000,"Samil, Bragança",,3,2,,1,,1,,,,,,,,
1789,1789,650.000,"Quinta de Valadares, Seixal",350,4,3,205,,,,,,,,,,,
1790,1790,120.000,"Arrifes, Ilha de São Miguel",150,3,3,152,,,,,,,,,,,
1791,1791,250.000,"Centro, Matosinhos",,3,,100,,,4,,,,,,,,
1792,1792,125.000,"Macedo de Cavaleiros, Bragança",,2,1,93,1,,1,,,,,,,,
1793,1793,105.000,"Macedo de Cavaleiros, Bragança",,1,1,52,,,0,,,,,,,,
1794,1794,1.495.000,"Verdizela, Seixal",1574,4,5,268,5,,,,,,,,,,
1795,1795,125.000,"Macedo de Cavaleiros, Bragança",,2,1,76,1,,2,,,,,,,,
1796,1796,150.000,"Labruge, Porto",,1,1,58,1,,0,,,,,,,,
1797,1797,195.000,"Rio de Mouro, Lisboa",,2,2,85,,,3,,,,,,,,
1798,1798,540.000,"Soltróia, Grândola",,3,2,170,1,,1,,,,,,,,
1799,1799,Sob Consulta,"Aveleda e Rio de Onor, Bragança",2130,3,2,150,3,,,,,,,,,,
1800,1800,39.500,"Almalaguês, Coimbra",170,3,1,60,4,,,,,,,,,,
1801,1801,1.295.000,"Marechal G. Costa, Porto",413,5,4,319,2,,,,,,,,,,
1802,1802,315.000,"Olivais Norte, Lisboa",,3,1,68,,,4,,,,,,,,
1803,1803,275.000,"Cedofeita, Porto",,2,2,75,,,4,,,,,,,,
1804,1804,48.000,"Sabacheira, Santarém",782,3,1,77,2,,,,,,,,,,
1805,1805,95.000,"Covilhã, Covilhã",,2,1,94,,,4,,,,,,,,
1806,1806,Sob Consulta,"Prainha, Ilha do Pico",1170,6,3,,1,,,,,,,,,,
1807,1807,180.000,"Beijós, Viseu",18400,,,,,,,,,,,,,,
1808,1808,Sob Consulta,"Feteira, Ilha do Faial",1160,3,2,,1,,,,,,,,,,
1809,1809,150.000,"Horta (Angústias), Ilha do Faial",243,2,1,,0,,,,,,,,,,
1810,1810,210.000,"Olhão, Faro",,3,2,80,,,1,,,,,,,,
1811,1811,140.000,"Cacia, Aveiro",506,3,1,109,1,,,,,,,,,,
1812,1812,440.000,"Espinho IV, Espinho",259,7,4,241,2,,,,,,,,,,
1813,1813,550.000,"Palmela, Setúbal",522,4,2,178,4,,,,,,,,,,
1814,1814,Sob Consulta,"Rio Torto e Lagarinhos, Guarda",6050,4,3,250,3,,,,,,,,,,
1815,1815,800.000,"Luz de Tavira e Santo Estêvão, Faro",3015,3,3,118,3,,,,,,,,,,
1816,1816,Sob Consulta,"Amial, Porto",,3,1,94,,,0,,,,,,,,
1817,1817,1.350.000,"Barcarena Centro, Oeiras",606,3,3,371,2,,,,,,,,,,
1818,1818,206.000,"Santana, Matosinhos",,1,1,76,1,,0,,,,,,,,
1819,1819,126.500,"Campo e Sobrado, Porto",,2,1,66,1,,2,,,,,,,,
1820,1820,150.000,"Bairro das Nogueiras, Évora",78,1,1,48,,,,,,,,,,,
1821,1821,Sob Consulta,"Rio Tinto, Porto",,1,1,48,,,1,,,,,,,,
1822,1822,87.000,"Pena Seca, Lourinhã",280,2,,100,2,,,,,,,,,,
1823,1823,560.000,"Amora, Seixal",276,4,4,126,2,,,,,,,,,,
1824,1824,150.000,"Câmara de Lobos, Ilha da Madeira",,2,1,66,1,,3,,,,,,,,
1825,1825,166.150,"Baltar, Porto",,3,2,111,1,,1,,,,,,,,
1826,1826,249.000,"Abrunheira, Sintra",,2,2,80,1,,2,,,,,,,,
1827,1827,169.000,"Águeda, Águeda",140,4,2,110,2,,,,,,,,,,
1828,1828,247.000,"Fermelã, Estarreja",1252,1,1,57,1,,,,,,,,,,
1829,1829,849.000,"Campo de Ourique, Lisboa",,3,4,120,2,,3,,,,,,,,
1830,1830,695.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,4,4,208,,,2,,,,,,,,
1831,1831,375.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,2,2,106,,,2,,,,,,,,
1832,1832,365.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,2,2,102,,,2,,,,,,,,
1833,1833,365.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,2,2,106,,,2,,,,,,,,
1834,1834,475.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,3,3,140,,,2,,,,,,,,
1835,1835,495.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,3,3,154,,,2,,,,,,,,
1836,1836,345.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,2,2,106,,,1,,,,,,,,
1837,1837,335.000,"Antas, Esposende",1300,4,4,243,2,,,,,,,,,,
1838,1838,335.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,2,2,102,,,1,,,,,,,,
1839,1839,335.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,2,2,106,,,1,,,,,,,,
1840,1840,425.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,3,3,140,,,1,,,,,,,,
1841,1841,455.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,3,3,154,,,1,,,,,,,,
1842,1842,125.000,"Esmoriz, Aveiro",515,3,,93,1,,,,,,,,,,
1843,1843,240.000,"Queluz, Sintra",,3,2,115,,,1,,,,,,,,
1844,1844,195.000,"Celeirós, Braga",,3,2,125,,,2,,,,,,,,
1845,1845,180.000,"São Pedro de Castelões, Aveiro",,3,2,155,1,,3,,,,,,,,
1846,1846,81.000,"Nazaré, Leiria",,1,1,37,,,,,,,,,,,
1847,1847,236.000,"Azenha de Cima, Matosinhos",,3,2,95,1,,4,,,,,,,,
1848,1848,160.000,"Olho Marinho, Óbidos",93,4,2,97,2,,,,,,,,,,
1849,1849,150.000,"Vila Chã do Marão, Porto",4774,3,1,100,,,,,,,,,,,
1850,1850,280.000,"Benfica, Lisboa",,1,1,74,1,,2,,,,,,,,
1851,1851,175.000,"Adémia, Coimbra",,3,2,109,4,,0,,,,,,,,
1852,1852,175.000,"Gulpilhares e Valadares, Porto",,2,2,113,1,,2,,,,,,,,
1853,1853,510.000,"Parque das Nações, Lisboa",,2,2,77,2,,2,,,,,,,,
1854,1854,335.000,"Fernão Ferro, Setúbal",,3,2,150,1,,2,,,,,,,,
1855,1855,630.000,"Campo de Ourique, Lisboa",,3,2,142,,,0,,,,,,,,
1856,1856,635.000,"Aroeira, Almada",319,4,3,197,1,,,,,,,,,,
1857,1857,229.000,"Queluz, Sintra",,2,1,67,,,2,,,,,,,,
1858,1858,180.000,"Nobrijo, Albergaria-a-Velha",490,3,2,130,1,,,,,,,,,,
1859,1859,320.000,"Nossa Senhora das Misericórdias, Santarém",485,1,1,59,1,,,,,,,,,,
1860,1860,37.000,"Piedade, Ilha do Pico",61,,,,,,,,,,,,,,
1861,1861,350.000,"Sobreira, Porto",980,4,3,120,2,,,,,,,,,,
1862,1862,335.000,"Fernão Ferro, Setúbal",,3,2,150,1,,2,,,,,,,,
1863,1863,Sob Consulta,"São Martinho de Bougado, Trofa",274,3,3,212,2,,,,,,,,,,
1864,1864,182.900,"Oliveira do Douro, Vila Nova de Gaia",,3,2,90,1,,0,,,,,,,,
1865,1865,199.000,"Esmoriz III - EN 109, Ovar",,3,2,96,1,,4,,,,,,,,
1866,1866,270.000,"Fernão Ferro, Setúbal",,2,2,130,1,,1,,,,,,,,
1867,1867,69.500,"Gondar, Porto",1388,,,126,,,,,,,,,,,
1868,1868,265.000,"Santa Maria Maior, Viana do Castelo",,2,1,128,,,2,,,,,,,,
1869,1869,600.000,"Valbom Zona 4, Gondomar",625,4,2,220,3,,,,,,,,,,
1870,1870,375.000,"Sopo, Viana do Castelo",2200,4,3,200,3,,,,,,,,,,
1871,1871,269.000,"Fontoura, Viana do Castelo",1900,5,3,190,3,,,,,,,,,,
1872,1872,79.900,"Vicentes, Alcoutim",20,1,1,44,,,,,,,,,,,
1873,1873,225.000,"Requeixo, Nossa Senhora de Fátima e Nariz, Aveiro",2200,4,3,436,4,,,,,,,,,,
1874,1874,2.800.000,"Charneca de Caparica e Sobreda, Setúbal",1356,4,5,300,2,,,,,,,,,,
1875,1875,295.000,"Fernão Ferro, Setúbal",,3,2,120,1,,1,,,,,,,,
1876,1876,215.000,"Vilar, Aveiro",,2,1,89,0,,2,,,,,,,,
1877,1877,188.000,"Celas, Coimbra",,2,1,81,0,,-2,,,,,,,,
1878,1878,257.500,"Roliça, Leiria",722,3,2,140,2,,,,,,,,,,
1879,1879,650.000,"Ponte do Rol, Lisboa",334,4,4,152,2,,,,,,,,,,
1880,1880,260.000,"Fernão Ferro, Setúbal",,2,2,90,1,,1,,,,,,,,
1881,1881,Sob Consulta,"Vale d'Álvaro, Bragança",,2,1,109,1,,0,,,,,,,,
1882,1882,190.000,"Fernão Ferro, Setúbal",,1,1,52,1,,0,,,,,,,,
1883,1883,980.000,"Carvoeiro, Lagoa",2170,3,3,124,6,,,,,,,,,,
1884,1884,135.000,"Baixa da Banheira, Moita",,2,1,67,,,2,,,,,,,,
1885,1885,250.000,"Fernão Ferro, Setúbal",,2,2,86,1,,0,,,,,,,,
1886,1886,145.000,"Fânzeres - Carvalha, Gondomar",,1,1,55,1,,1,,,,,,,,
1887,1887,360.000,"Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém",745,5,3,268,1,,,,,,,,,,
1888,1888,139.500,"Anta e Guetim, Aveiro",,2,1,77,0,,3,,,,,,,,
1889,1889,470.000,"Gondar e Orbacém, Viana do Castelo",1600,3,3,110,,,,,,,,,,,
1890,1890,250.000,"Fernão Ferro, Setúbal",,2,2,86,1,,0,,,,,,,,
1891,1891,187.000,"Algueirão-Mem Martins, Lisboa",,2,1,80,,,2,,,,,,,,
1892,1892,347.500,"S.Cosme, Gondomar",386,4,3,270,3,,,,,,,,,,
1893,1893,155.000,"Monte da Caparica, Almada",,2,1,73,,,2,,,,,,,,
1894,1894,227.000,"Vale da Amoreira, Faro",,2,1,93,1,,5,,,,,,,,
1895,1895,135.000,"Lameirinhas, Guarda",154,4,2,,2,,1,,,,,,,,
1896,1896,120.000,"Barreiro e Lavradio, Setúbal",,2,1,62,,,2,,,,,,,,
1897,1897,385.000,"São Brás de Alportel, Faro",,4,4,160,3,,0,,,,,,,,
1898,1898,569.000,"Pera, Almada",300,4,5,250,1,,,,,,,,,,
